address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
8045 Kew Gardens Rd # 402,Kew Gardens,NY,11415,2300/000000,1200.0,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/8045-Kew-Gardens-Rd-402-Kew-Gardens-NY-11415/2097257779_zpid/
8340 Austin St APT 5N,Kew Gardens,NY,11415,1400/000000,NA,0.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/8340-Austin-St-APT-5N-Kew-Gardens-NY-11415/2092987707_zpid/
8541 Abingdon Rd # 1,Kew Gardens,NY,11415,1699/000000,700.0,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/8541-Abingdon-Rd-1-Kew-Gardens-NY-11415/2091548454_zpid/
118th St,Kew Gardens,NY,11415,1650/000000,750.0,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/118th-St-Kew-Gardens-NY-11415/2097194313_zpid/
12325 82nd Ave APT 5G,Kew Gardens,NY,11415,1595/000000,800.0,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/12325-82nd-Ave-APT-5G-Kew-Gardens-NY-11415/2091554636_zpid/
8525 120th St APT 5E,Kew Gardens,NY,11415,2195/000000,950.0,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/8525-120th-St-APT-5E-Kew-Gardens-NY-11415/2111255808_zpid/
11809 83rd Ave APT 1C,Kew Gardens,NY,11415,1800/000000,850.0,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/11809-83rd-Ave-APT-1C-Kew-Gardens-NY-11415/2092101518_zpid/
8420 Austin St APT 6B,Kew Gardens,NY,11415,1875/000000,831.0,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/8420-Austin-St-APT-6B-Kew-Gardens-NY-11415/2105688973_zpid/
NA,NA,NA,NA,23430,NA,NA,NA,NA,For Rent,NA
NA,NA,NA,NA,0175012275,NA,NA,NA,NA,For Rent,NA
8330 Kew Gardens Rd # 3I,Kew Gardens,NY,11415,2700/000000,629.0,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/8330-Kew-Gardens-Rd-3I-Kew-Gardens-NY-11415/2142003537_zpid/
8015 Grenfell St # B4,Kew Gardens,NY,11415,1775/000000,850.0,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/8015-Grenfell-St-B4-Kew-Gardens-NY-11415/2097565659_zpid/
12418 Queens Blvd # 10AA,Kew Gardens,NY,11415,2800/000000,NA,2.0,1.5,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/12418-Queens-Blvd-10AA-Kew-Gardens-NY-11415/2091686675_zpid/
11920 Metropolitan Ave # 2,Kew Gardens,NY,11415,2300/000000,NA,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/11920-Metropolitan-Ave-2-Kew-Gardens-NY-11415/2091720096_zpid/
8419 126th St # 1,Kew Gardens,NY,11415,2200/000000,900.0,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/8419-126th-St-1-Kew-Gardens-NY-11415/2091751952_zpid/
85-15 120 St # 2F,Kew Gardens,NY,11415,2500/000000,981.0,2.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/85-15-120-St-2F-Kew-Gardens-NY-11415/2096968638_zpid/
8430 120th St # 1,Kew Gardens,NY,11415,3500/000000,1800.0,6.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/8430-120th-St-1-Kew-Gardens-NY-11415/2092066897_zpid/
8360 118th St,Jamaica,NY,11415,1700/000000,725.0,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/8360-118th-St-Jamaica-NY-11415/32005866_zpid/
8352 Talbot St APT 3G,Kew Gardens,NY,11415,1650/000000,680.0,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/8352-Talbot-St-APT-3G-Kew-Gardens-NY-11415/2096020786_zpid/
8300 Talbot St APT 3C,Kew Gardens,NY,11415,2200/000000,1200.0,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/8300-Talbot-St-APT-3C-Kew-Gardens-NY-11415/79512656_zpid/
118th St,Kew Gardens,NY,11415,1650/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/118th-St-Kew-Gardens-NY-11415/2097682358_zpid/
8310 118th St,Kew Gardens,NY,11415,1650/000000,725.0,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/8310-118th-St-Kew-Gardens-NY-11415/2104567358_zpid/
8346 118th St,Kew Gardens,NY,11415,1700/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/8346-118th-St-Kew-Gardens-NY-11415/2118098676_zpid/
10113 97th St,Jamaica,NY,11416,1400/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/10113-97th-St-Jamaica-NY-11416/32113586_zpid/
9718 90th St,Jamaica,NY,11416,1100/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/9718-90th-St-Jamaica-NY-11416/32112650_zpid/
NA,NA,NA,NA,1160032300,NA,NA,NA,NA,For Rent,NA
99th St,Ozone Park,NY,11416,1700/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/99th-St-Ozone-Park-NY-11416/2091480687_zpid/
99th St,Ozone Park,NY,11416,2500/000000,NA,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/99th-St-Ozone-Park-NY-11416/2091480691_zpid/
99th St,Ozone Park,NY,11416,3000/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/99th-St-Ozone-Park-NY-11416/2091480698_zpid/
NA,NA,NA,NA,115002230032400,NA,NA,NA,NA,10142 99th Street,NA
10110 101st Ave FL 2,Ozone Park,NY,11416,2000/000000,1000.0,3.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/10110-101st-Ave-FL-2-Ozone-Park-NY-11416/2095899421_zpid/
10143 102nd St # 2,Ozone Park,NY,11416,2349/000000,NA,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/10143-102nd-St-2-Ozone-Park-NY-11416/2091555020_zpid/
106th St,Ozone Park,NY,11416,2250/000000,NA,3.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/106th-St-Ozone-Park-NY-11416/2091563381_zpid/
10154 102nd St # 2,Ozone Park,NY,11416,1800/000000,1000.0,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/10154-102nd-St-2-Ozone-Park-NY-11416/2091568568_zpid/
9412 97th St # 2,Ozone Park,NY,11416,2300/000000,NA,3.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/9412-97th-St-2-Ozone-Park-NY-11416/2091599448_zpid/
106th St,Ozone Park,NY,11416,2250/000000,NA,3.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/106th-St-Ozone-Park-NY-11416/2091608615_zpid/
106th St,Ozone Park,NY,11416,2250/000000,NA,3.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/106th-St-Ozone-Park-NY-11416/2091608688_zpid/
106th St,Ozone Park,NY,11416,2350/000000,NA,3.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/106th-St-Ozone-Park-NY-11416/2136959944_zpid/
101st Ave,Ozone Park,NY,11416,2350/000000,NA,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/101st-Ave-Ozone-Park-NY-11416/2100004558_zpid/
10125 90th St APT 3,Ozone Park,NY,11416,1850/000000,NA,2.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/10125-90th-St-APT-3-Ozone-Park-NY-11416/2091802221_zpid/
97th Ave,Jamaica,NY,11416,1600/000000,600.0,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/97th-Ave-Jamaica-NY-11416/2091673691_zpid/
9112 95th Ave,Jamaica,NY,11416,2300/000000,1200.0,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/9112-95th-Ave-Jamaica-NY-11416/32111773_zpid/
86th St,Ozone Park,NY,11416,1950/000000,2500.0,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/86th-St-Ozone-Park-NY-11416/2091786732_zpid/
102nd Ave,Ozone Park,NY,11416,2200/000000,NA,3.0,2.0,NA,Townhouse For Rent,http://www.zillow.com/homes/for_sale//homedetails/102nd-Ave-Ozone-Park-NY-11416/2091696235_zpid/
9512 93rd St,Jamaica,NY,11416,1700/000000,2500.0,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/9512-93rd-St-Jamaica-NY-11416/32111805_zpid/
9512 93rd St # 3,Ozone Park,NY,11416,1700/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/9512-93rd-St-3-Ozone-Park-NY-11416/2091704804_zpid/
NA,NA,NA,NA,32200,NA,NA,NA,NA,8416 102nd Avenue,NA
9508 97th St # 2,Ozone Park,NY,11416,2100/000000,1100.0,4.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/9508-97th-St-2-Ozone-Park-NY-11416/2091775847_zpid/
7612 97th Ave,Jamaica,NY,11416,1050/000000,1232.0,0.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/7612-97th-Ave-Jamaica-NY-11416/32112200_zpid/
97th St,Ozone Park,NY,11416,2300/000000,NA,3.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/97th-St-Ozone-Park-NY-11416/2091792037_zpid/
8011 97th Ave,Jamaica,NY,11416,1600/000000,1793.0,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/8011-97th-Ave-Jamaica-NY-11416/32111414_zpid/
8157 102nd Rd,Jamaica,NY,11416,2500/000000,NA,3.0,2.0,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/8157-102nd-Rd-Jamaica-NY-11416/32113089_zpid/
9417 97th St,Jamaica,NY,11416,2300/000000,1300.0,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/9417-97th-St-Jamaica-NY-11416/32112030_zpid/
9714 89th St # 2,Ozone Park,NY,11416,2200/000000,800.0,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/9714-89th-St-2-Ozone-Park-NY-11416/2091967156_zpid/
9522 101st Ave # 3,Ozone Park,NY,11416,1750/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/9522-101st-Ave-3-Ozone-Park-NY-11416/2091980463_zpid/
102nd Rd,Ozone Park,NY,11416,1650/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/102nd-Rd-Ozone-Park-NY-11416/2097253381_zpid/
102nd Rd,Jamaica,NY,11416,1800/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/102nd-Rd-Jamaica-NY-11416/2092345183_zpid/
(Undisclosed Address),Ozone Park,NY,11416,2300/000000,NA,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/(Undisclosed-Address)-Ozone-Park-NY-11416/2130746286_zpid/
10124 91st St # 2,Ozone Park,NY,11416,2200/000000,NA,2.0,1.0,NA,Condo For Rent,http://www.zillow.com/homes/for_sale//homedetails/10124-91st-St-2-Ozone-Park-NY-11416/2092521579_zpid/
9531 97th Ave,Jamaica,NY,11416,1800/000000,NA,2.0,1.0,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/9531-97th-Ave-Jamaica-NY-11416/32111987_zpid/
7620 97th Ave,Jamaica,NY,11416,1895/000000,NA,3.0,1.0,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/7620-97th-Ave-Jamaica-NY-11416/32112204_zpid/
9746 88th St # 1,Ozone Park,NY,11416,2000/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/9746-88th-St-1-Ozone-Park-NY-11416/2092954835_zpid/
97th St,Jamaica,NY,11416,2000/000000,NA,1.0,NA,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/97th-St-Jamaica-NY-11416/2099227650_zpid/
88 Ave # 3,Richmond Hill,NY,11417,1975/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/88-Ave-3-Richmond-Hill-NY-11417/2091325923_zpid/
98,Woodhaven,NY,11417,1975/000000,NA,2.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/98-Woodhaven-NY-11417/2091336953_zpid/
102nd St,Ozone Park,NY,11417,1690/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/102nd-St-Ozone-Park-NY-11417/2091362356_zpid/
10300 106th St,Ozone Park,NY,11417,1450/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/10300-106th-St-Ozone-Park-NY-11417/2091366088_zpid/
10435 102nd St # 1,Ozone Park,NY,11417,1690/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/10435-102nd-St-1-Ozone-Park-NY-11417/2091370053_zpid/
90th St,Ozone Park,NY,11417,2000/000000,NA,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/90th-St-Ozone-Park-NY-11417/2091375928_zpid/
10445 107th St,Jamaica,NY,11417,1800/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/10445-107th-St-Jamaica-NY-11417/32125650_zpid/
NA,NA,NA,NA,0130011250,NA,NA,NA,NA,For Rent,NA
87th St,Ozone Park,NY,11417,1200/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/87th-St-Ozone-Park-NY-11417/2091435148_zpid/
79th St,Jamaica,NY,11417,2200/000000,NA,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/79th-St-Jamaica-NY-11417/2091448449_zpid/
13212 90th St # 2,Ozone Park,NY,11417,2000/000000,1150.0,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/13212-90th-St-2-Ozone-Park-NY-11417/2091501879_zpid/
13212 90th St,Jamaica,NY,11417,2100/000000,2934.0,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/13212-90th-St-Jamaica-NY-11417/32166902_zpid/
102nd St,Jamaica,NY,11417,1690/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/102nd-St-Jamaica-NY-11417/2091485506_zpid/
9304 103rd Ave,Jamaica,NY,11417,2400/000000,2500.0,2.0,2.0,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/9304-103rd-Ave-Jamaica-NY-11417/32113682_zpid/
103rd Ave,Jamaica,NY,11417,2100/000000,NA,3.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/103rd-Ave-Jamaica-NY-11417/2091487321_zpid/
78th St,Jamaica,NY,11417,2200/000000,NA,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/78th-St-Jamaica-NY-11417/2091487431_zpid/
9005 103rd Ave APT 3,Ozone Park,NY,11417,2100/000000,1150.0,3.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/9005-103rd-Ave-APT-3-Ozone-Park-NY-11417/2094322537_zpid/
10944 98th St # 2,Ozone Park,NY,11417,2000/000000,NA,2.0,1.5,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/10944-98th-St-2-Ozone-Park-NY-11417/2091546989_zpid/
9045 Pitkin Ave,Jamaica,NY,11417,2200/000000,NA,3.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/9045-Pitkin-Ave-Jamaica-NY-11417/64552245_zpid/
10529 77th St,Jamaica,NY,11417,2300/000000,NA,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/10529-77th-St-Jamaica-NY-11417/32113974_zpid/
10929 103rd St,Ozone Park,NY,11417,2500/000000,NA,3.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/10929-103rd-St-Ozone-Park-NY-11417/119533101_zpid/
(Undisclosed Address),Ozone Park,NY,11417,1875/000000,1100.0,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/(Undisclosed-Address)-Ozone-Park-NY-11417/2113102604_zpid/
89th St,Jamaica,NY,11417,1950/000000,NA,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/89th-St-Jamaica-NY-11417/2091599850_zpid/
11123 106th St,Jamaica,NY,11417,2600/000000,NA,3.0,1.0,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/11123-106th-St-Jamaica-NY-11417/32169487_zpid/
10750 101st St,Jamaica,NY,11417,2200/000000,1632.0,3.0,1.0,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/10750-101st-St-Jamaica-NY-11417/32126151_zpid/
14918 96th St,Jamaica,NY,11417,2500/000000,4000.0,3.0,1.0,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/14918-96th-St-Jamaica-NY-11417/32170493_zpid/
8726 107th Avenue # FL 2ND,Queens,NY,11417,1450/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/8726-107th-Avenue-FL-2ND-Queens-NY-11417/2091663123_zpid/
10613 109th Avenue # FL 2ND,Queens,NY,11417,1450/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/10613-109th-Avenue-FL-2ND-Queens-NY-11417/2091663129_zpid/
15040 Tahoe St,Ozone Park,NY,11417,1950/000000,975.0,2.0,2.0,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/15040-Tahoe-St-Ozone-Park-NY-11417/2114026131_zpid/
15040 Tahoe St APT 2A,Jamaica,NY,11417,1950/000000,NA,2.0,2.0,NA,Condo For Rent,http://www.zillow.com/homes/for_sale//homedetails/15040-Tahoe-St-APT-2A-Jamaica-NY-11417/32170726_zpid/
NA,NA,NA,NA,22298,NA,NA,NA,NA,For Rent,NA
NA,NA,NA,NA,32200,NA,NA,NA,NA,For Rent,NA
10946 98th St # 1,Ozone Park,NY,11417,2200/000000,NA,2.0,1.5,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/10946-98th-St-1-Ozone-Park-NY-11417/2091776400_zpid/
13221 87th St,Jamaica,NY,11417,2700/000000,NA,3.0,2.0,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/13221-87th-St-Jamaica-NY-11417/32166857_zpid/
13227 84th St # ENTIRE,Ozone Park,NY,11417,2950/000000,NA,3.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/13227-84th-St-ENTIRE-Ozone-Park-NY-11417/2091791354_zpid/
10510 78th St # 2,Ozone Park,NY,11417,2250/000000,NA,3.0,1.0,NA,Condo For Rent,http://www.zillow.com/homes/for_sale//homedetails/10510-78th-St-2-Ozone-Park-NY-11417/2091897724_zpid/
NA,NA,NA,NA,1150021700,NA,NA,NA,NA,For Rent,NA
8905 Gold Rd,Jamaica,NY,11417,2150/000000,NA,3.0,1.5,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/8905-Gold-Rd-Jamaica-NY-11417/32166935_zpid/
102nd St,Jamaica,NY,11417,2550/000000,NA,3.0,2.0,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/102nd-St-Jamaica-NY-11417/2091999412_zpid/
13524 96th Place # FL 2ND,Jamaica,NY,11417,2200/000000,NA,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/13524-96th-Place-FL-2ND-Jamaica-NY-11417/2092018981_zpid/
102nd St,Ozone Park,NY,11417,2550/000000,1200.0,3.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/102nd-St-Ozone-Park-NY-11417/2092057842_zpid/
13515 Hawtree St,Ozone Park,NY,11417,1800/000000,1280.0,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/13515-Hawtree-St-Ozone-Park-NY-11417/2097117842_zpid/
8606 Dumont Ave APT 3A,Jamaica,NY,11417,2500/000000,NA,3.0,NA,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/8606-Dumont-Ave-APT-3A-Jamaica-NY-11417/32167603_zpid/
8406 109th Ave # 6F,Ozone Park,NY,11417,2000/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/8406-109th-Ave-6F-Ozone-Park-NY-11417/2092273257_zpid/
9434 134th Avenue # FL 1ST,Queens,NY,11417,2200/000000,NA,3.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/9434-134th-Avenue-FL-1ST-Queens-NY-11417/2095771216_zpid/
94th Street #,Ozone Park,NY,11417,1900/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/94th-Street-Ozone-Park-NY-11417/2096202913_zpid/
10735 75th Street # FL 1ST,Ozone Park,NY,11417,2400/000000,1100.0,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/10735-75th-Street-FL-1ST-Ozone-Park-NY-11417/2092570634_zpid/
8919 Desarc Rd,Jamaica,NY,11417,2450/000000,NA,2.0,2.0,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/8919-Desarc-Rd-Jamaica-NY-11417/32167369_zpid/
13208 Rico Pl # WHOLE,Ozone Park,NY,11417,2700/000000,NA,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/13208-Rico-Pl-WHOLE-Ozone-Park-NY-11417/2093220864_zpid/
105-7 Cross Bay Blvd # 1,Ozone Park,NY,11417,2900/000000,NA,4.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/105-7-Cross-Bay-Blvd-1-Ozone-Park-NY-11417/2093410700_zpid/
10611 Liberty Ave,Jamaica,NY,11417,2500/000000,NA,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/10611-Liberty-Ave-Jamaica-NY-11417/32125080_zpid/
8409 107th Ave,Jamaica,NY,11417,2800/000000,NA,3.0,2.0,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/8409-107th-Ave-Jamaica-NY-11417/32114355_zpid/
102nd St,Richmond Hill,NY,11418,4000/000000,2500.0,5.0,2.5,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/102nd-St-Richmond-Hill-NY-11418/2091335849_zpid/
129th St,Richmond Hill,NY,11418,1600/000000,1000.0,1.0,NA,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/129th-St-Richmond-Hill-NY-11418/2100249461_zpid/
NA,NA,NA,NA,11650,NA,NA,NA,NA,For Rent,NA
NA,NA,NA,NA,11695,NA,NA,NA,NA,For Rent,NA
11306 Jamaica Ave # 2,Richmond Hill,NY,11418,2200/000000,2650.0,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/11306-Jamaica-Ave-2-Richmond-Hill-NY-11418/2118402535_zpid/
NA,NA,NA,NA,1160022250,NA,NA,NA,NA,For Rent,NA
8619 116th St,Richmond Hill,NY,11418,1850/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/8619-116th-St-Richmond-Hill-NY-11418/122032618_zpid/
NA,NA,NA,NA,11300,NA,NA,NA,NA,For Rent,NA
86-17 116 Street # FL 3RD,Richmond Hill,NY,11418,1900/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/86-17-116-Street-FL-3RD-Richmond-Hill-NY-11418/2091379651_zpid/
10444 88th Ave,Jamaica,NY,11418,1800/000000,2800.0,2.0,1.0,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/10444-88th-Ave-Jamaica-NY-11418/32118314_zpid/
124th St,Jamaica,NY,11418,2500/000000,NA,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/124th-St-Jamaica-NY-11418/2091394531_zpid/
NA,NA,NA,NA,1200022700,NA,NA,NA,NA,For Rent,NA
NA,NA,NA,NA,1220033000,NA,NA,NA,NA,For Rent,NA
NA,NA,NA,NA,11400,NA,NA,NA,NA,For Rent,NA
124th St,Richmond Hill,NY,11418,2200/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/124th-St-Richmond-Hill-NY-11418/2091405435_zpid/
8422 102nd St # 2,Richmond Hill,NY,11418,2200/000000,1100.0,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/8422-102nd-St-2-Richmond-Hill-NY-11418/2091409790_zpid/
11208 Jamaica Ave,Jamaica,NY,11418,1500/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/11208-Jamaica-Ave-Jamaica-NY-11418/32118802_zpid/
11714 85th Ave,Richmond Hill,NY,11418,1600/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/11714-85th-Ave-Richmond-Hill-NY-11418/2098433909_zpid/
8722 124th St # 1,Jamaica,NY,11418,1600/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/8722-124th-St-1-Jamaica-NY-11418/2091427845_zpid/
11010 91st Ave,Richmond Hill,NY,11418,1700/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/11010-91st-Ave-Richmond-Hill-NY-11418/2092251217_zpid/
11304 85th Ave,Jamaica,NY,11418,1550/000000,NA,1.0,2.0,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/11304-85th-Ave-Jamaica-NY-11418/32116634_zpid/
11525 Metropolitan Ave APT 224,Richmond Hill,NY,11418,1650/000000,600.0,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/11525-Metropolitan-Ave-APT-224-Richmond-Hill-NY-11418/94685276_zpid/
111th St,Richmond Hill,NY,11418,1700/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/111th-St-Richmond-Hill-NY-11418/2091457995_zpid/
10017 90th Ave,Jamaica,NY,11418,2500/000000,NA,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/10017-90th-Ave-Jamaica-NY-11418/32118367_zpid/
